Date,Lo20,Qnt2,Qnt3,Qnt4,Hi20,Lo10,Dec2,Dec3,Dec4,Dec5,Dec6,Dec7,Dec8,Dec9,Hi10,Spread
1971-12-01,0.10550000000000001,0.0842,0.0925,0.1009,0.1002,0.1185,0.0971,0.08789999999999999,0.0788,0.09140000000000001,0.09369999999999999,0.0904,0.1226,0.0933,0.1081,-0.010399999999999993
1972-01-01,0.041299999999999996,0.028900000000000002,0.019299999999999998,0.0281,0.0464,0.044800000000000006,0.038900000000000004,0.0454,0.004699999999999999,0.0265,0.0113,0.020499999999999997,0.0433,0.0348,0.0593,0.014499999999999992
1972-02-01,0.0452,0.0152,0.0513,0.0391,0.0429,0.0252,0.058499999999999996,0.014499999999999999,0.016200000000000003,0.0455,0.057999999999999996,0.038,0.041299999999999996,0.0575,0.0269,0.0017000000000000001
1972-03-01,-0.0134,0.0076,0.009300000000000001,0.0141,0.0063,-0.0305,-0.0024,0.009899999999999999,0.0040999999999999995,0.0103,0.008199999999999999,0.015700000000000002,0.0108,0.0134,-0.0017000000000000001,0.0288
1972-04-01,0.004699999999999999,0.0028000000000000004,0.0036,0.017,0.0179,0.0128,-0.0004,0.0092,-0.0070999999999999995,-0.0012,0.0089,0.023,0.0051,0.0184,0.0174,0.004599999999999998
1972-05-01,0.0043,0.0086,0.0353,0.0152,0.024300000000000002,-0.0109,0.0139,0.0151,-0.0017000000000000001,0.0466,0.0225,0.009000000000000001,0.0276,0.0323,0.0152,0.026099999999999998
1972-06-01,-0.037000000000000005,-0.0248,-0.0177,-0.0146,-0.018600000000000002,-0.0447,-0.0322,-0.0225,-0.028300000000000002,-0.0040999999999999995,-0.0333,-0.0171,-0.0098,0.0015,-0.04190000000000001,0.00279999999999999
1972-07-01,-0.0286,-0.0034000000000000002,0.0045000000000000005,0.0031,-0.022099999999999998,-0.0189,-0.0397,0.0096,-0.0207,0.0017000000000000001,0.0073,0.0054,0.0006,0.0039000000000000003,-0.0565,-0.0376
1972-08-01,0.0321,0.034300000000000004,0.0467,0.022400000000000003,0.0088,0.0519,0.0091,0.0253,0.046799999999999994,0.0407,0.0526,0.036000000000000004,0.006999999999999999,0.006,0.0128,-0.0391
1972-09-01,-0.022099999999999998,-0.0137,0.0032,-0.0092,-0.0176,-0.0155,-0.0301,-0.0113,-0.017,0.0070999999999999995,-0.0007000000000000001,-0.0078000000000000005,-0.0109,-0.011200000000000002,-0.026600000000000002,-0.011100000000000002
